project,COM-1,COM-2,POP-1,STA-1,STA-2,STA-3,STA-4,STA-5,STA-6,STA-7,STA-8,STA-9,TEC-1,TEC-2,TEC-3,TEC-4,SWQ-1,SWQ-2.1,SWQ-2.2,SWQ-2.3,SWQ-2.4,SWQ-2.5,SWQ-2.6,SWQ-2.7,init,end,project_url,status
httpcomponents-client,2028848.7240931818,9685,3820,16,20,932,5,1,0,3,1284,133,2,75233,664,3928,0.07793078549693125,69.46,32,3,1,20,14.73611111111111,261,2009-05-21,2024-08-22,https://github.com/apache/httpcomponents-client,bypassed
httpcomponents-core,1469005.1566090535,3894,1036,16,-2,342,6,1,0,3,484,102,5,9612,581,4080,0.02056220718375846,63.57,41,1,1,8,14.838597204869686,287,2009-05-21,2024-08-22,https://github.com/apache/httpcomponents-core,bypassed
ant-ivyde,7137313.1821869435,72,41,11,2,17,-1,1,1,-2,45,12,0,79116,161,755,0.023072697308185314,10.77,13,0,0,7,3.720273133976925,613,2014-05-28,2023-11-26,https://github.com/apache/ant-ivyde,bypassed
james-project,8888623.327718906,8504,2197,10,-1133,465,64,2,0,13,393,130,8518,13811,861,16320,0.009987397178594176,123.48,40,1,5,11,11.11837378522772,163,2015-07-11,2024-08-23,https://github.com/apache/james-project,bypassed
jmeter,4827103.226902727,17204,18458,15,522,2070,15,3,0,0,189,87,1331,59831,707,31495,0.0,23.68,36,0,7,19,8.522101030764212,167,2010-05-26,2024-08-11,https://github.com/apache/jmeter,bypassed
karaf,3798646.5199630726,34283,1996,15,186,656,17,2,0,-5,1399,241,8730,37959,452,20824,0.04605663932452151,27.64,0,5,6,42,17.047688437375417,556,2010-08-12,2024-08-13,https://github.com/apache/karaf,bypassed
directory-kerby,4871065.175555725,2090,287,10,104,71,43,2,0,-3,104,31,3,30711,267,2454,0.005428781744571219,23.17,33,0,0,6,13.98170438131921,125,2015-03-17,2024-08-19,https://github.com/apache/directory-kerby,bypassed
kibble-1,2682291.7560975607,197,145,8,128,29,0,1,0,-1,21,17,637,14538,44,674,0.0,0.0,37,1,4,29,46.23086186134526,231,2017-10-19,2022-08-19,https://github.com/apache/kibble-1,bypassed
logging-log4j2,3850367.6776730027,26034,8231,12,-616,1579,133,3,0,10,2377,277,3574,19943,606,18136,0.018659650689785735,64.36,31,3,4,13,18.0417658739495,314,2013-06-12,2024-08-22,https://github.com/apache/logging-log4j2,bypassed
mahout,5317982.249975425,4766,5203,11,35,945,-42,2,0,-4,237,45,747,59611,401,4526,0.01302528252793931,1.12,0,0,0,0,4.852320675105485,38,2014-05-23,2024-08-16,https://github.com/apache/mahout,bypassed
maven,11220367.291693283,30178,11175,16,399,2643,52,3,0,13,2324,231,2105,8026,806,13951,0.059893393635923116,48.49,28,0,7,30,26.82830251896074,236,2009-05-21,2024-08-23,https://github.com/apache/maven,bypassed
maven-doxia,13387980.937910354,2108,95,16,149,39,4,4,0,0,193,36,265,50538,52,2149,0.03583962565138785,104.46,21,3,1,5,5.684162273664909,232,2009-05-21,2024-08-22,https://github.com/apache/maven-doxia,bypassed
mesos,5316112.854583093,38686,12123,12,246,1669,-7,11,0,-4,1712,442,982,75391,2624,19547,0.011675614178547303,79.3,0,17,29,97,23.563492458913714,591,2013-07-17,2024-08-22,https://github.com/apache/mesos,bypassed
mina,7050016.939614151,3037,2232,16,38,434,2,2,0,-2,357,27,0,37841,83,4431,0.03952520802741067,82.78,12,0,0,1,9.729955456570156,103,2009-05-21,2024-07-16,https://github.com/apache/mina,bypassed
mnemonic,2291441.046293869,1908,299,9,20,63,-12,1,0,1,84,37,96,73986,117,681,0.04483611626468769,32.73,14,0,1,4,32.55148286554822,152,2016-03-29,2024-08-18,https://github.com/apache/mnemonic,bypassed
orc,2586055.2206455087,7323,1827,10,-67,479,18,1,0,11,506,175,1901,26988,775,2431,0.010536174198080075,76.74,22,2,12,15,12.641670824720222,317,2015-05-06,2024-08-23,https://github.com/apache/orc,bypassed
ozone,6365761.124423527,19885,2117,6,-38,491,-295,12,0,4,552,187,1429,9733,714,7781,0.03899896200481356,78.64,31,2,26,72,8.424732437416209,335,2019-10-02,2024-08-24,https://github.com/apache/ozone,bypassed
axis-axis2-java-sandesha,2973057.665156977,0,4,5,0,2,1,1,1,0,0,0,0,14307,32,1720,0.008602281739979257,27.32,22,4,0,18,16.433008961460224,303,2020-03-20,2023-11-20,https://github.com/apache/axis-axis2-java-sandesha,bypassed
santuario-xml-security-java,7321205.249972067,298,127,5,-14,55,25,1,0,-2,76,22,0,9291,154,2218,0.004434870755195134,183.35,38,0,2,13,14.06476863834354,184,2020-05-14,2024-08-19,https://github.com/apache/santuario-xml-security-java,bypassed
solr-operator,2180412.547101449,1325,600,6,10,112,-8,1,0,0,90,41,35,32821,248,232,0.0,52.67,28,3,5,9,33.20076520338301,463,2019-06-14,2024-08-15,https://github.com/apache/solr-operator,bypassed
mina-sshd,2296394.8507152107,6587,2087,15,-62,353,39,2,0,9,564,86,130,16077,489,2465,0.031241236188232654,46.0,37,0,6,11,6.724421209858103,150,2010-05-26,2024-08-22,https://github.com/apache/mina-sshd,bypassed
steve,6140142.33055,102,33,9,117,7,0,1,0,0,32,2,0,42725,72,822,0.02379603399433428,1.95,13,2,1,5,33.10082435003171,183,2016-02-06,2024-08-21,https://github.com/apache/steve,bypassed
struts,7168724.5942138685,10070,3377,11,-31,809,-1,2,0,-1,595,102,247,15609,631,7954,0.036725760030957504,54.06,3,7,9,39,29.216465377789643,370,2014-01-15,2024-08-19,https://github.com/apache/struts,bypassed
systemds,12894107.375763496,6840,2521,10,186,463,-54,2,0,2,344,179,202,34573,962,8020,0.002367422978682517,54.2,0,41,34,107,12.688299026406492,944,2015-11-10,2024-08-24,https://github.com/apache/systemds,bypassed
creadur-tentacles,1157377.042375,149,12,12,-47,6,3,2,0,3,15,4,0,24032,20,443,0.0031559963931469793,2.06,0,0,0,0,3.92156862745098,35,2013-04-29,2024-08-22,https://github.com/apache/creadur-tentacles,bypassed
tomee,16011640.543372354,8010,1592,12,133,692,135,3,0,5,613,164,2418,62876,647,17861,0.010498823854988239,55.06,0,27,20,181,23.82341534155102,556,2013-01-22,2024-08-22,https://github.com/apache/tomee,bypassed
tsfile,387530.9285714286,63,207,2,-252,47,-10,1,0,12,36,4,230,3548,133,1293,0.0,39.02,35,5,3,9,15.031327697662856,397,2023-11-17,2024-08-20,https://github.com/apache/tsfile,bypassed
turbine-core,25935162.366290323,12,25,7,5,9,0,3,0,0,12,5,395,11002,75,2657,0.0011977123693744946,17.08,6,0,0,2,14.219888960229634,186,2018-01-07,2024-07-12,https://github.com/apache/turbine-core,bypassed
velocity-tools,17179143.760241207,223,129,12,0,39,1,1,1,0,44,7,22,23082,84,1841,0.009664250604015663,27.23,16,1,1,1,3.2554543892801924,344,2013-11-22,2024-08-02,https://github.com/apache/velocity-tools,bypassed
mina-vysper,5652957.029474309,21,55,6,0,11,2,2,1,0,14,6,0,57123,20,857,0.0034666757298711893,63.25,37,0,1,7,5.588872650304894,156,2019-01-12,2024-02-02,https://github.com/apache/mina-vysper,bypassed
whimsy,6006352.938352304,1521,203,10,225,67,1,2,0,-1,136,34,610,29318,462,8082,0.022212908633696564,1.56,28,2,2,27,13.956126449245142,339,2015-11-26,2024-08-16,https://github.com/apache/whimsy,bypassed
creadur-whisker,304532.4568125,63,16,12,-52,6,5,1,0,3,11,4,0,80619,9,853,0.004621400639886242,29.61,0,0,2,0,34.119496855345915,31,2013-04-29,2024-08-19,https://github.com/apache/creadur-whisker,bypassed
xalan-c,6109325.169527665,71,85,6,67,29,-8,2,1,-3,17,6,0,72067,93,4899,0.014569040296506585,4.64,1,0,24,2,28.378274784875146,137,2019-04-24,2024-03-21,https://github.com/apache/xalan-c,bypassed
xalan-j,4307590.811600675,112,116,16,0,66,1,3,1,0,8,5,0,66048,66,5966,0.015755463588179773,0.0,0,4,33,70,22.40819110625408,813,2009-03-27,2022-07-24,https://github.com/apache/xalan-j,bypassed
xerces-c,13400257.946027255,255,325,5,15,85,-9,3,0,-2,58,10,10,1539,236,6852,0.08416042954767328,14.43,0,23,32,89,29.63584366062917,554,2020-01-10,2024-08-19,https://github.com/apache/xerces-c,bypassed
xerces2-j,5443314.209787208,1283,142,15,74,66,0,3,0,-4,202,6,0,-1,61,7741,0.03668215253581107,10.63,0,28,31,127,21.01846670397314,507,2010-11-15,2024-07-14,https://github.com/apache/xerces2-j,bypassed
xmlgraphics-commons,5605593.668950819,546,60,16,9,22,0,1,0,-4,103,14,0,14205,22,736,0.012948321301707345,18.19,36,4,3,21,15.615415388718496,564,2009-05-21,2024-08-14,https://github.com/apache/xmlgraphics-commons,bypassed
yetus,7956720.687974753,6837,188,10,116,60,2,1,0,-7,170,60,824,3535,271,1438,0.06363105662580268,17.59,4,0,0,3,4.757118927973199,242,2015-09-18,2024-02-29,https://github.com/apache/yetus,bypassed
zookeeper,5965151.846008363,39947,31444,16,67,7204,11,5,0,6,2424,315,447,15284,2602,2375,0.016462021411475954,76.41,8,7,13,40,8.242757229499277,457,2009-03-27,2024-08-21,https://github.com/apache/zookeeper,bypassed
lucene,8010208.640990082,29246,6066,4,32,1000,-112,7,0,-1,506,177,12594,83510,25819,43983,0.008291482493464187,90.39,0,25,36,177,22.69482559806715,1924,2021-02-23,2024-08-22,https://github.com/apache/lucene,bypassed
